Bar Name,Brand Name,Model,MAE,RMSE,WAPE
Thomas's Bar,Jim Beam,MA-30,77.65517777777781,89.16920658874714,1.6804963848353043
Thomas's Bar,Jim Beam,Croston,86.4652666789954,92.97997856034586,1.8711510581262665
Thomas's Bar,Jim Beam,SBA,84.45248667837896,91.8618233327595,1.827593505219953
Thomas's Bar,Malibu,Mean,83.73026546906188,109.38665744772625,2.442991182804929
Thomas's Bar,Malibu,Intermittent Mean,83.73026546906188,109.38665744772625,2.442991182804929
Thomas's Bar,Malibu,MA-7,105.60509523809523,119.24587694893157,3.0812313215616043
Thomas's Bar,Malibu,MA-14,84.87480952380952,109.7556822897929,2.476385452110255
Thomas's Bar,Malibu,MA-30,79.47873333333332,108.17065487922315,2.318944573579327
Thomas's Bar,Malibu,Croston,89.94755274505664,111.59753150939788,2.624392470751791
Thomas's Bar,Malibu,SBA,87.16385844113717,110.54558192285498,2.543172847214202
Thomas's Bar,Miller,Mean,107.04382666666669,166.3353998563144,1.7278417277799603
Thomas's Bar,Miller,Intermittent Mean,107.04382666666669,166.3353998563144,1.7278417277799603
Thomas's Bar,Miller,MA-7,61.95233333333333,177.49744115526474,1.0
Thomas's Bar,Miller,MA-14,61.95233333333333,177.49744115526474,1.0
Thomas's Bar,Miller,MA-30,90.54377777777776,167.9124632277849,1.4615071443816123
Thomas's Bar,Miller,Croston,103.8055880157562,166.40631482377117,1.6755718861666151
Thomas's Bar,Miller,SBA,101.71292528163501,166.5144276796591,1.6417932918582836
Thomas's Bar,Smirnoff,Mean,107.288121756487,164.17255962172126,1.4751022707332835
Thomas's Bar,Smirnoff,Intermittent Mean,107.28812175648697,164.17255962172126,1.475102270733283
Thomas's Bar,Smirnoff,MA-7,147.3495238095238,171.4320024831249,2.025905697708372
Thomas's Bar,Smirnoff,MA-14,135.38338095238092,166.51532576633304,1.8613834354904386
Thomas's Bar,Smirnoff,MA-30,106.5020666666667,164.29855716449046,1.4642948148012362
Thomas's Bar,Smirnoff,Croston,113.74030949341075,163.53178479360798,1.5638132727166714
Thomas's Bar,Smirnoff,SBA,111.6899273520735,163.6591068560991,1.5356226090808371
Thomas's Bar,Sutter Home,Mean,49.011881526104396,64.63197711241965,3.3526916403300158
Thomas's Bar,Sutter Home,Intermittent Mean,49.011881526104396,64.63197711241965,3.3526916403300158
Thomas's Bar,Sutter Home,MA-7,14.618666666666668,60.898610657386925,1.0
Thomas's Bar,Sutter Home,MA-14,72.00152380952383,79.1631063694953,4.925314014697452
Thomas's Bar,Sutter Home,MA-30,62.222799999999985,72.15279735856863,4.256393651951841
Thomas's Bar,Sutter Home,Croston,44.04009472045155,62.53395368544369,3.012593126627021
Thomas's Bar,Sutter Home,SBA,42.52325665109564,61.98549815685278,2.908832769821391
Thomas's Bar,Yellow Tail,Mean,124.24087448559673,188.99444692345375,1.2161242461491961
Thomas's Bar,Yellow Tail,Intermittent Mean,124.24087448559666,188.99444692345375,1.2161242461491955
Thomas's Bar,Yellow Tail,MA-7,126.17800000000001,187.83180006460623,1.2350856814711373
Thomas's Bar,Yellow Tail,MA-14,137.77666666666664,182.6976814879938,1.3486185249474687
Thomas's Bar,Yellow Tail,MA-30,155.86735555555555,181.32180896743287,1.525698133235884
Thomas's Bar,Yellow Tail,Croston,135.98096141082252,183.28156548862046,1.3310413732281867
Thomas's Bar,Yellow Tail,SBA,134.28998000694807,183.90332411301867,1.3144893045667776
